transaction_id,transaction_timestamp,transaction_hour,user_id,category,status,amount
20251002-000077,2025-10-02 15:08:25,15,3062,Electronics,shipped,469.8
20251002-000078,2025-10-02 16:03:05,16,1064,Electronics,completed,504.22
20251002-000079,2025-10-02 12:50:40,12,9006,Home & Garden,completed,500.75
20251002-000080,2025-10-02 17:23:56,17,3568,Fashion,completed,137.13
20251002-000081,2025-10-02 16:13:02,16,6463,Toys,processing,421.97
20251002-000082,2025-10-02 09:04:32,9,3027,Toys,completed,414.16
20251002-000083,2025-10-02 16:17:00,16,3695,Electronics,completed,664.52
20251002-000084,2025-10-02 18:41:50,18,6258,Electronics,shipped,500.06
20251002-000085,2025-10-02 11:56:04,11,6618,Fashion,completed,405.36
20251002-000086,2025-10-02 13:18:12,13,7736,Books,completed,436.48
20251002-000087,2025-10-02 13:11:18,13,1391,Home & Garden,completed,603.51
20251002-000088,2025-10-02 13:17:11,13,6892,Electronics,completed,422.31
20251002-000089,2025-10-02 09:16:47,9,4561,Toys,shipped,345.27
20251002-000090,2025-10-02 14:29:24,14,7184,Fashion,completed,408.64
20251002-000091,2025-10-02 20:23:56,20,4099,Home & Garden,completed,591.1
20251002-000092,2025-10-02 13:10:50,13,7278,Fashion,processing,524.42
20251002-000093,2025-10-02 18:34:34,18,9392,Home & Garden,processing,456.64
20251002-000094,2025-10-02 21:22:11,21,4104,Home & Garden,processing,478.73
20251002-000095,2025-10-02 08:16:29,8,8215,Electronics,completed,366.04
20251002-000096,2025-10-02 09:00:04,9,3454,Fashion,completed,420.91
20251002-000097,2025-10-02 14:14:33,14,9996,Fashion,returned,350.5
20251002-000098,2025-10-02 08:31:21,8,3731,Toys,shipped,405.78
20251002-000099,2025-10-02 22:59:38,22,9154,Toys,completed,651.93
20251002-000100,2025-10-02 08:08:12,8,6056,Electronics,completed,288.32
20251002-000101,2025-10-02 08:14:56,8,9110,Electronics,completed,346.69
20251002-000102,2025-10-02 15:27:46,15,4840,Books,processing,261.86
20251002-000103,2025-10-02 11:23:53,11,2028,Toys,completed,229.36
20251002-000104,2025-10-02 11:59:02,11,8385,Home & Garden,completed,421.98
20251002-000105,2025-10-02 20:34:59,20,1502,Fashion,completed,357.36
20251002-000106,2025-10-02 09:21:52,9,7910,Electronics,shipped,714.25
20251002-000107,2025-10-02 18:26:19,18,7938,Fashion,processing,407.57
20251002-000108,2025-10-02 18:18:30,18,5488,Fashion,completed,643.41
20251002-000109,2025-10-02 18:44:04,18,1206,Books,shipped,595.2
20251002-000110,2025-10-02 08:11:23,8,6134,Toys,returned,418.66
20251002-000111,2025-10-02 19:19:39,19,6977,Electronics,completed,766.52
20251002-000112,2025-10-02 17:00:53,17,8721,Fashion,completed,490.28
20251002-000113,2025-10-02 16:20:32,16,8035,Electronics,completed,676.95
20251002-000114,2025-10-02 14:48:07,14,2484,Home & Garden,shipped,659.49
20251002-000115,2025-10-02 11:44:23,11,8858,Books,completed,512.2
20251002-000116,2025-10-02 19:00:49,19,1863,Home & Garden,shipped,562.67
20251002-000117,2025-10-02 13:09:19,13,3790,Electronics,shipped,543.61
20251002-000118,2025-10-02 21:46:59,21,8408,Electronics,completed,278.36
20251002-000119,2025-10-02 09:58:15,9,9755,Toys,processing,458.59
20251002-000120,2025-10-02 14:58:49,14,6116,Fashion,completed,611.14
20251002-000121,2025-10-02 09:31:51,9,7019,Fashion,completed,678.93
20251002-000122,2025-10-02 17:38:11,17,2757,Home & Garden,shipped,341.9
20251002-000123,2025-10-02 15:59:12,15,8574,Books,shipped,529.32
20251002-000124,2025-10-02 15:21:44,15,7374,Fashion,completed,472.63
20251002-000125,2025-10-02 08:17:41,8,7892,Toys,processing,432.32
20251002-000126,2025-10-02 20:47:38,20,2678,Home & Garden,processing,503.4
20251002-000127,2025-10-02 15:45:24,15,4242,Home & Garden,completed,482.7
20251002-000128,2025-10-02 09:31:45,9,5636,Toys,returned,531.21
20251002-000129,2025-10-02 13:26:31,13,2059,Books,completed,666.26
20251002-000130,2025-10-02 20:27:23,20,7668,Toys,completed,567.62
20251002-000131,2025-10-02 08:17:47,8,4157,Books,completed,496.59
20251002-000132,2025-10-02 12:58:46,12,6915,Toys,processing,729.69
20251002-000133,2025-10-02 18:38:43,18,3693,Toys,shipped,616.49
20251002-000134,2025-10-02 14:48:08,14,4627,Electronics,completed,436.14
20251002-000135,2025-10-02 20:28:39,20,6450,Home & Garden,completed,267.43
20251002-000136,2025-10-02 17:17:49,17,2663,Toys,shipped,301.83
20251002-000137,2025-10-02 08:43:22,8,6592,Toys,completed,589.98
20251002-000138,2025-10-02 22:07:49,22,8392,Fashion,processing,355.45
20251002-000139,2025-10-02 09:53:12,9,2306,Home & Garden,processing,298.79
20251002-000140,2025-10-02 14:30:59,14,7776,Fashion,completed,336.29
20251002-000141,2025-10-02 13:33:58,13,6864,Home & Garden,returned,346.89
20251002-000142,2025-10-02 10:06:31,10,8526,Fashion,completed,577.6
20251002-000143,2025-10-02 21:35:49,21,9901,Toys,returned,426.49
20251002-000144,2025-10-02 17:17:14,17,6575,Toys,shipped,244.14
20251002-000145,2025-10-02 09:59:35,9,6530,Electronics,shipped,454.66
20251002-000146,2025-10-02 17:37:48,17,5413,Fashion,completed,483.34
20251002-000147,2025-10-02 11:58:04,11,4748,Books,processing,378.1
20251002-000148,2025-10-02 10:08:21,10,1663,Electronics,completed,623.38
20251002-000149,2025-10-02 14:58:15,14,2998,Fashion,completed,386.86
20251002-000150,2025-10-02 15:08:40,15,8994,Fashion,completed,616.25
20251002-000151,2025-10-02 09:45:09,9,2495,Electronics,completed,539.52
20251002-000152,2025-10-02 17:07:23,17,4304,Toys,completed,588.99
20251002-000153,2025-10-02 14:50:17,14,4763,Fashion,shipped,285.22
20251002-000154,2025-10-02 15:34:48,15,6232,Toys,processing,464.75
20251002-000155,2025-10-02 13:17:17,13,2853,Electronics,completed,442.08
20251002-000156,2025-10-02 13:04:06,13,7585,Toys,shipped,236.7
20251002-000157,2025-10-02 17:13:03,17,2291,Home & Garden,completed,615.76
20251002-000158,2025-10-02 08:27:25,8,4581,Books,processing,327.39
20251002-000159,2025-10-02 11:29:04,11,8554,Fashion,processing,358.56
20251002-000160,2025-10-02 21:03:59,21,8280,Books,completed,298.0
20251002-000161,2025-10-02 08:38:54,8,2636,Toys,shipped,555.18
20251002-000162,2025-10-02 11:19:15,11,4696,Fashion,completed,221.11
20251002-000163,2025-10-02 09:24:34,9,1698,Toys,completed,542.68
20251002-000164,2025-10-02 18:27:25,18,5737,Home & Garden,processing,606.68
20251002-000165,2025-10-02 20:11:17,20,1854,Electronics,completed,530.58
20251002-000166,2025-10-02 12:01:28,12,9164,Fashion,completed,556.89
20251002-000167,2025-10-02 17:42:22,17,6855,Home & Garden,completed,563.93
20251002-000168,2025-10-02 21:13:52,21,8392,Home & Garden,processing,307.59
20251002-000169,2025-10-02 16:21:13,16,7528,Fashion,completed,665.21
20251002-000170,2025-10-02 18:30:14,18,6249,Toys,completed,380.99
20251002-000171,2025-10-02 22:22:48,22,6172,Home & Garden,shipped,440.04
20251002-000172,2025-10-02 19:47:32,19,2707,Books,processing,400.1
20251002-000173,2025-10-02 17:19:24,17,6791,Home & Garden,completed,523.73
20251002-000174,2025-10-02 10:37:20,10,6535,Toys,completed,369.29
20251002-000175,2025-10-02 15:54:16,15,5931,Toys,completed,460.04
20251002-000176,2025-10-02 10:03:22,10,4510,Books,completed,264.7
20251002-000177,2025-10-02 13:14:56,13,1202,Home & Garden,completed,624.7
20251002-000178,2025-10-02 11:23:42,11,5218,Toys,shipped,550.61
20251002-000179,2025-10-02 15:24:16,15,9958,Fashion,shipped,406.16
20251002-000180,2025-10-02 18:00:57,18,5389,Electronics,shipped,379.63
20251002-000181,2025-10-02 13:06:13,13,3327,Electronics,completed,546.69
20251002-000182,2025-10-02 15:56:28,15,9004,Electronics,processing,343.91
20251002-000183,2025-10-02 08:30:19,8,3931,Home & Garden,completed,468.8
20251002-000184,2025-10-02 13:11:29,13,8777,Books,returned,624.21
20251002-000185,2025-10-02 08:41:18,8,1197,Toys,shipped,328.31
20251002-000186,2025-10-02 08:04:52,8,8125,Fashion,completed,505.29
20251002-000187,2025-10-02 15:43:38,15,2930,Fashion,shipped,497.36
20251002-000188,2025-10-02 22:49:55,22,7287,Home & Garden,completed,435.4
20251002-000189,2025-10-02 14:41:12,14,9800,Electronics,shipped,374.43
20251002-000190,2025-10-02 10:37:17,10,5282,Home & Garden,completed,632.22
20251002-000191,2025-10-02 13:59:22,13,3511,Books,completed,360.36
20251002-000192,2025-10-02 22:11:45,22,1659,Books,processing,178.19
20251002-000193,2025-10-02 16:38:32,16,3811,Toys,completed,546.08
20251002-000194,2025-10-02 14:17:38,14,8098,Toys,processing,269.8
20251002-000195,2025-10-02 19:01:39,19,7546,Books,completed,553.78
20251002-000196,2025-10-02 10:09:17,10,2986,Books,shipped,650.24
20251002-000197,2025-10-02 21:14:08,21,9338,Books,shipped,544.46
20251002-000198,2025-10-02 21:29:32,21,3911,Home & Garden,completed,610.71
20251002-000199,2025-10-02 20:43:31,20,2734,Books,completed,753.01
20251002-000200,2025-10-02 13:57:53,13,2843,Fashion,completed,595.01
20251002-000201,2025-10-02 18:16:16,18,9680,Electronics,completed,499.59
20251002-000202,2025-10-02 11:03:18,11,3976,Books,completed,695.09
20251002-000203,2025-10-02 21:06:26,21,2959,Electronics,shipped,713.22
20251002-000204,2025-10-02 20:40:05,20,6759,Home & Garden,processing,715.32
20251002-000205,2025-10-02 10:30:34,10,7694,Electronics,processing,376.18
20251002-000206,2025-10-02 16:50:55,16,3385,Home & Garden,shipped,246.9
20251002-000207,2025-10-02 17:59:36,17,5736,Fashion,shipped,367.02
20251002-000208,2025-10-02 09:58:33,9,2802,Home & Garden,shipped,555.55
20251002-000209,2025-10-02 08:54:19,8,9155,Home & Garden,completed,473.87
20251002-000210,2025-10-02 22:38:24,22,9120,Toys,processing,419.03
20251002-000211,2025-10-02 21:54:03,21,7616,Books,shipped,534.07
20251002-000212,2025-10-02 09:33:09,9,6534,Books,completed,229.38
20251002-000213,2025-10-02 14:05:09,14,5061,Fashion,completed,471.18
20251002-000214,2025-10-02 17:49:23,17,1262,Fashion,completed,617.77
20251002-000215,2025-10-02 08:37:20,8,7287,Books,completed,532.4
20251002-000216,2025-10-02 13:44:10,13,9815,Toys,processing,553.77
20251002-000217,2025-10-02 21:57:26,21,3049,Books,completed,689.61
20251002-000218,2025-10-02 14:50:15,14,6423,Toys,completed,440.08
20251002-000219,2025-10-02 16:33:25,16,5548,Fashion,returned,352.04
20251002-000220,2025-10-02 22:43:29,22,4108,Electronics,completed,628.43
20251002-000221,2025-10-02 21:14:48,21,8158,Fashion,completed,625.67
20251002-000222,2025-10-02 15:13:15,15,8400,Fashion,completed,533.74
20251002-000223,2025-10-02 13:05:06,13,4170,Home & Garden,shipped,425.94
20251002-000224,2025-10-02 10:49:15,10,3255,Home & Garden,processing,450.21
20251002-000225,2025-10-02 15:36:34,15,2154,Home & Garden,completed,258.48
20251002-000226,2025-10-02 14:49:57,14,5499,Home & Garden,processing,616.94
20251002-000227,2025-10-02 10:31:15,10,7295,Toys,completed,611.65
20251002-000228,2025-10-02 16:02:39,16,7197,Books,processing,253.25
20251002-000229,2025-10-02 19:02:11,19,2648,Electronics,shipped,580.14
20251002-000230,2025-10-02 09:21:34,9,6539,Fashion,processing,510.62
20251002-000231,2025-10-02 10:21:48,10,5199,Toys,completed,296.7
20251002-000232,2025-10-02 09:09:20,9,9445,Electronics,returned,269.1
20251002-000233,2025-10-02 20:50:49,20,3557,Toys,shipped,506.02
20251002-000234,2025-10-02 08:02:42,8,6592,Toys,completed,390.34
20251002-000235,2025-10-02 11:11:35,11,1098,Fashion,processing,722.99
20251002-000236,2025-10-02 12:28:47,12,3200,Books,completed,592.89
20251002-000237,2025-10-02 20:47:16,20,3961,Home & Garden,processing,521.05
20251002-000238,2025-10-02 13:16:31,13,5973,Books,completed,528.46
20251002-000239,2025-10-02 12:06:40,12,5433,Fashion,shipped,649.63
20251002-000240,2025-10-02 08:12:05,8,3869,Fashion,completed,576.98
20251002-000241,2025-10-02 10:55:23,10,1956,Fashion,completed,524.96
20251002-000242,2025-10-02 08:01:26,8,9352,Electronics,completed,302.96
20251002-000243,2025-10-02 18:03:19,18,6699,Books,completed,909.29
20251002-000244,2025-10-02 12:09:24,12,7944,Books,completed,284.52
20251002-000245,2025-10-02 12:38:01,12,5493,Toys,completed,403.12
20251002-000246,2025-10-02 19:23:08,19,5911,Toys,completed,201.79
20251002-000247,2025-10-02 18:16:27,18,4987,Toys,completed,530.82
20251002-000248,2025-10-02 20:51:52,20,7015,Fashion,completed,472.67
20251002-000249,2025-10-02 13:05:37,13,2218,Books,shipped,564.79
20251002-000250,2025-10-02 15:18:02,15,5496,Fashion,completed,189.14
20251002-000251,2025-10-02 17:04:19,17,5735,Electronics,processing,616.94
20251002-000252,2025-10-02 19:31:05,19,5555,Toys,processing,328.88
20251002-000253,2025-10-02 08:09:38,8,9050,Fashion,shipped,427.65
20251002-000254,2025-10-02 11:08:32,11,4446,Fashion,completed,589.74
20251002-000255,2025-10-02 17:26:54,17,2045,Electronics,processing,489.19
20251002-000256,2025-10-02 18:12:00,18,7893,Home & Garden,completed,499.79
20251002-000257,2025-10-02 08:18:36,8,2693,Books,completed,569.88
20251002-000258,2025-10-02 16:20:05,16,4436,Home & Garden,completed,514.32
20251002-000259,2025-10-02 18:23:44,18,9754,Toys,shipped,398.83
20251002-000260,2025-10-02 14:37:33,14,6895,Fashion,completed,425.03
20251002-000261,2025-10-02 14:03:46,14,4354,Electronics,completed,481.78
20251002-000262,2025-10-02 19:23:14,19,1225,Electronics,returned,315.67
20251002-000263,2025-10-02 12:58:44,12,5893,Books,processing,599.4
20251002-000264,2025-10-02 14:34:25,14,8022,Home & Garden,completed,493.3
20251002-000265,2025-10-02 19:02:56,19,6600,Books,completed,461.22
20251002-000266,2025-10-02 22:03:13,22,8996,Fashion,processing,628.87
20251002-000267,2025-10-02 09:56:57,9,8683,Books,completed,431.98
20251002-000268,2025-10-02 21:36:53,21,5642,Electronics,completed,422.64
20251002-000269,2025-10-02 20:39:06,20,8679,Electronics,completed,377.31
20251002-000270,2025-10-02 11:47:45,11,9208,Toys,processing,501.46
20251002-000271,2025-10-02 21:53:57,21,8339,Toys,shipped,496.27
20251002-000272,2025-10-02 21:34:30,21,3205,Fashion,processing,350.06
20251002-000273,2025-10-02 14:30:23,14,2069,Home & Garden,processing,423.35
20251002-000274,2025-10-02 10:55:58,10,4444,Books,completed,351.06
20251002-000275,2025-10-02 09:43:30,9,2060,Fashion,completed,344.27
20251002-000276,2025-10-02 17:24:28,17,3327,Toys,completed,190.52
20251002-000277,2025-10-02 09:39:41,9,4420,Books,completed,415.36
20251002-000278,2025-10-02 20:12:31,20,1301,Toys,completed,194.67
20251002-000279,2025-10-02 08:03:16,8,1606,Books,shipped,380.58
20251002-000280,2025-10-02 12:45:13,12,4170,Home & Garden,shipped,358.1
20251002-000281,2025-10-02 19:13:39,19,1699,Fashion,processing,607.78
20251002-000282,2025-10-02 13:12:35,13,6088,Books,completed,297.76
20251002-000283,2025-10-02 13:26:57,13,1190,Electronics,shipped,335.82
20251002-000284,2025-10-02 16:05:47,16,1980,Electronics,shipped,392.77
20251002-000285,2025-10-02 11:16:23,11,3975,Books,completed,362.98
20251002-000286,2025-10-02 08:35:44,8,7102,Books,shipped,655.39
20251002-000287,2025-10-02 13:39:53,13,2184,Books,completed,279.21
20251002-000288,2025-10-02 22:48:26,22,4327,Electronics,completed,393.09
20251002-000289,2025-10-02 12:34:24,12,4394,Electronics,completed,499.81
20251002-000290,2025-10-02 17:16:58,17,9319,Books,completed,582.18
20251002-000291,2025-10-02 13:40:31,13,2816,Toys,completed,392.96
20251002-000292,2025-10-02 10:01:51,10,6854,Toys,shipped,162.29
20251002-000293,2025-10-02 09:56:17,9,7709,Home & Garden,returned,427.48
20251002-000294,2025-10-02 13:12:45,13,1569,Fashion,shipped,652.8
20251002-000295,2025-10-02 20:51:17,20,6442,Toys,shipped,492.33
20251002-000296,2025-10-02 08:01:36,8,2895,Electronics,completed,485.46
20251002-000297,2025-10-02 14:51:25,14,3733,Toys,shipped,290.55
20251002-000298,2025-10-02 14:27:08,14,4863,Home & Garden,completed,275.15
20251002-000299,2025-10-02 17:42:59,17,8455,Home & Garden,completed,452.71
20251002-000300,2025-10-02 20:58:34,20,5014,Fashion,completed,236.04
20251002-000301,2025-10-02 14:25:07,14,2686,Toys,completed,567.2
20251002-000302,2025-10-02 22:21:19,22,4009,Electronics,completed,323.0
20251002-000303,2025-10-02 19:46:53,19,8806,Electronics,completed,446.3
20251002-000304,2025-10-02 18:42:41,18,1154,Books,completed,167.13
20251002-000305,2025-10-02 17:54:21,17,2409,Electronics,returned,390.93
20251002-000306,2025-10-02 08:02:18,8,1784,Fashion,completed,272.12
20251002-000307,2025-10-02 22:34:29,22,9096,Fashion,completed,101.71
20251002-000308,2025-10-02 11:59:52,11,8560,Electronics,completed,531.28
20251002-000309,2025-10-02 20:57:27,20,8343,Electronics,shipped,696.17
20251002-000310,2025-10-02 14:11:34,14,8206,Books,completed,619.42
20251002-000311,2025-10-02 18:23:42,18,6596,Electronics,completed,552.25
20251002-000312,2025-10-02 16:04:10,16,6801,Books,completed,387.88
20251002-000313,2025-10-02 12:19:30,12,3806,Books,completed,570.88
20251002-000314,2025-10-02 20:38:48,20,1537,Electronics,completed,633.58
20251002-000315,2025-10-02 09:38:47,9,6986,Home & Garden,completed,470.52
20251002-000316,2025-10-02 14:12:38,14,2841,Home & Garden,completed,272.35
20251002-000317,2025-10-02 17:40:35,17,9716,Books,completed,375.09
20251002-000318,2025-10-02 08:56:29,8,7971,Electronics,completed,705.4
20251002-000319,2025-10-02 14:52:22,14,6625,Home & Garden,processing,438.79
20251002-000320,2025-10-02 13:44:18,13,3950,Electronics,completed,48.71
20251002-000321,2025-10-02 14:11:11,14,8992,Electronics,completed,229.66
20251002-000322,2025-10-02 21:12:14,21,5780,Electronics,completed,386.33
20251002-000323,2025-10-02 20:55:30,20,3368,Toys,processing,605.37
20251002-000324,2025-10-02 17:09:42,17,7655,Electronics,completed,409.03
20251002-000325,2025-10-02 10:32:36,10,9173,Toys,completed,608.16
20251002-000326,2025-10-02 22:56:36,22,5495,Books,shipped,371.08
20251002-000327,2025-10-02 10:39:14,10,7002,Home & Garden,completed,155.36
20251002-000328,2025-10-02 14:53:28,14,7614,Home & Garden,completed,376.27
20251002-000329,2025-10-02 20:15:49,20,6919,Home & Garden,completed,501.74
20251002-000330,2025-10-02 09:44:42,9,1853,Home & Garden,processing,489.29
20251002-000331,2025-10-02 08:34:25,8,5146,Home & Garden,completed,261.73
20251002-000332,2025-10-02 16:02:43,16,4769,Home & Garden,shipped,397.32
20251002-000333,2025-10-02 16:55:01,16,1574,Home & Garden,returned,852.7
20251002-000334,2025-10-02 14:04:19,14,2148,Books,completed,265.01
20251002-000335,2025-10-02 14:25:14,14,7293,Electronics,completed,549.11
20251002-000336,2025-10-02 10:10:51,10,7457,Fashion,completed,135.5
20251002-000337,2025-10-02 17:06:03,17,8509,Toys,completed,579.57
20251002-000338,2025-10-02 22:52:21,22,5777,Fashion,completed,316.15
20251002-000339,2025-10-02 09:55:49,9,4854,Fashion,processing,510.31
20251002-000340,2025-10-02 18:09:37,18,3491,Electronics,shipped,256.27
20251002-000341,2025-10-02 14:41:22,14,4124,Electronics,shipped,493.63
20251002-000342,2025-10-02 16:51:58,16,6691,Electronics,completed,313.7
20251002-000343,2025-10-02 08:33:25,8,4051,Home & Garden,processing,342.74
20251002-000344,2025-10-02 20:02:50,20,1004,Books,returned,516.3
20251002-000345,2025-10-02 21:07:10,21,6222,Home & Garden,processing,385.44
20251002-000346,2025-10-02 11:30:27,11,6315,Books,completed,507.06
20251002-000347,2025-10-02 13:10:55,13,5869,Books,shipped,421.37
20251002-000348,2025-10-02 14:44:01,14,1876,Fashion,completed,460.12
20251002-000349,2025-10-02 17:06:58,17,8027,Fashion,completed,516.76
20251002-000350,2025-10-02 14:44:07,14,5142,Books,completed,397.5
20251002-000351,2025-10-02 17:01:28,17,7966,Books,shipped,300.59
20251002-000352,2025-10-02 09:05:10,9,8079,Home & Garden,shipped,370.15
20251002-000353,2025-10-02 21:40:36,21,8987,Home & Garden,completed,629.27
20251002-000354,2025-10-02 11:31:17,11,7799,Fashion,completed,467.43
20251002-000355,2025-10-02 12:19:54,12,5465,Electronics,completed,323.27
20251002-000356,2025-10-02 21:56:49,21,1635,Books,completed,510.23
20251002-000357,2025-10-02 19:33:13,19,2693,Home & Garden,completed,520.25
20251002-000358,2025-10-02 08:49:53,8,5752,Fashion,completed,528.0
20251002-000359,2025-10-02 08:15:09,8,9311,Home & Garden,shipped,303.32
20251002-000360,2025-10-02 17:24:34,17,1830,Books,completed,347.64
20251002-000361,2025-10-02 10:11:08,10,6177,Books,completed,348.48
20251002-000362,2025-10-02 22:06:34,22,9932,Toys,completed,395.9
20251002-000363,2025-10-02 22:38:10,22,9308,Electronics,processing,530.84
20251002-000364,2025-10-02 17:16:43,17,6949,Toys,shipped,494.43
20251002-000365,2025-10-02 10:44:11,10,3838,Fashion,shipped,506.28
20251002-000366,2025-10-02 19:10:02,19,2150,Home & Garden,completed,653.1
20251002-000367,2025-10-02 15:05:52,15,8560,Fashion,completed,553.33
20251002-000368,2025-10-02 16:22:38,16,2931,Books,completed,428.73
20251002-000369,2025-10-02 22:26:13,22,2664,Toys,shipped,272.42
20251002-000370,2025-10-02 21:45:55,21,2081,Toys,processing,342.82
20251002-000371,2025-10-02 18:05:27,18,1512,Toys,shipped,410.74
20251002-000372,2025-10-02 19:37:10,19,8805,Fashion,processing,574.37
20251002-000373,2025-10-02 08:01:38,8,6237,Books,shipped,445.9
20251002-000374,2025-10-02 21:21:24,21,1559,Home & Garden,completed,351.57
20251002-000375,2025-10-02 18:19:20,18,4672,Home & Garden,processing,340.07
