transaction_id,transaction_timestamp,transaction_hour,user_id,category,status,amount
20251004-000073,2025-10-04 22:17:20,22,9571.0,Books,shipped,166.27
20251004-000074,2025-10-04 16:22:07,16,9684.0,Home & Garden,shipped,183.12
20251004-000075,2025-10-04 16:14:20,16,8208.0,Home & Garden,completed,106.69
20251004-000076,2025-10-04 21:32:56,21,6276.0,Toys,completed,191.64
20251004-000077,2025-10-04 10:20:10,10,3062.0,Toys,completed,162.59
20251004-000078,2025-10-04 11:56:37,11,1064.0,Home & Garden,completed,126.98
20251004-000079,2025-10-04 09:38:07,9,9006.0,Toys,shipped,193.24
20251004-000080,2025-10-04 17:22:41,17,3568.0,Fashion,processing,195.17
20251004-000081,2025-10-04 10:26:23,10,6463.0,Home & Garden,shipped,153.03
20251004-000082,2025-10-04 18:44:34,18,3027.0,Toys,shipped,171.92
20251004-000083,2025-10-04 18:43:54,18,3695.0,Home & Garden,completed,98.41
20251004-000084,2025-10-04 12:17:13,12,6258.0,Books,shipped,212.16
20251004-000085,2025-10-04 12:23:54,12,6618.0,Electronics,completed,105.06
20251004-000086,2025-10-04 13:50:13,13,7736.0,Home & Garden,completed,114.73
20251004-000087,2025-10-04 20:46:09,20,1391.0,Electronics,completed,153.12
20251004-000088,2025-10-04 14:39:11,14,6892.0,Toys,completed,205.73
20251004-000089,2025-10-04 14:50:37,14,4561.0,Electronics,completed,205.7
20251004-000090,2025-10-04 08:41:43,8,7184.0,Home & Garden,returned,149.76
20251004-000091,2025-10-04 21:06:54,21,4099.0,Books,completed,188.65
20251004-000092,2025-10-04 09:49:45,9,7278.0,Toys,completed,65.55
20251004-000093,2025-10-04 19:47:33,19,9392.0,Home & Garden,completed,114.03
20251004-000094,2025-10-04 16:19:40,16,4104.0,Toys,shipped,115.05
20251004-000095,2025-10-04 17:26:09,17,8215.0,Fashion,completed,212.61
20251004-000096,2025-10-04 09:05:57,9,3454.0,Electronics,shipped,182.73
20251004-000097,2025-10-04 13:26:16,13,9996.0,Fashion,completed,159.23
20251004-000098,2025-10-04 18:08:16,18,3731.0,Home & Garden,shipped,164.09
20251004-000099,2025-10-04 18:52:02,18,9154.0,Books,completed,228.42
20251004-000100,2025-10-04 08:44:30,8,6056.0,Toys,processing,141.49
20251004-000101,2025-10-04 10:56:50,10,9110.0,Electronics,shipped,84.3
20251004-000102,2025-10-04 09:30:00,9,4840.0,Toys,completed,204.36
20251004-000103,2025-10-04 10:20:11,10,2028.0,Home & Garden,completed,159.09
20251004-000104,2025-10-04 12:25:38,12,8385.0,Toys,completed,197.68
20251004-000105,2025-10-04 18:39:03,18,1502.0,Electronics,completed,147.76
20251004-000106,2025-10-04 17:47:41,17,7910.0,Home & Garden,completed,108.07
20251004-000107,2025-10-04 13:44:12,13,7938.0,Toys,shipped,170.14
20251004-000108,2025-10-04 16:12:33,16,5488.0,Books,completed,150.51
20251004-000109,2025-10-04 19:48:41,19,1206.0,Home & Garden,completed,159.25
20251004-000110,2025-10-04 18:22:20,18,6134.0,Home & Garden,completed,230.83
20251004-000111,2025-10-04 22:19:21,22,6977.0,Books,completed,95.06
20251004-000112,2025-10-04 22:36:56,22,8721.0,Fashion,processing,164.3
20251004-000113,2025-10-04 17:53:03,17,8035.0,Electronics,completed,109.05
20251004-000114,2025-10-04 19:52:17,19,2484.0,Fashion,shipped,20.47
20251004-000115,2025-10-04 19:27:04,19,8858.0,Toys,processing,147.55
20251004-000116,2025-10-04 20:16:18,20,1863.0,Books,shipped,151.55
20251004-000117,2025-10-04 11:27:01,11,3790.0,Fashion,processing,181.18
20251004-000118,2025-10-04 14:40:11,14,8408.0,Home & Garden,completed,139.12
20251004-000119,2025-10-04 13:01:16,13,9755.0,Toys,returned,75.55
20251004-000120,2025-10-04 09:24:09,9,6116.0,Toys,completed,108.88
20251004-000121,2025-10-04 17:57:33,17,7019.0,Fashion,completed,215.85
20251004-000122,2025-10-04 18:49:05,18,2757.0,Fashion,shipped,108.17
20251004-000123,2025-10-04 18:40:07,18,8574.0,Books,processing,229.16
20251004-000124,2025-10-04 18:05:50,18,7374.0,Electronics,processing,202.5
20251004-000125,2025-10-04 22:10:10,22,7892.0,Fashion,completed,134.11
20251004-000126,2025-10-04 22:56:56,22,2678.0,Fashion,completed,113.55
20251004-000127,2025-10-04 15:37:11,15,4242.0,Home & Garden,processing,202.4
20251004-000128,2025-10-04 14:05:08,14,5636.0,Toys,completed,137.95
20251004-000129,2025-10-04 22:44:01,22,2059.0,Electronics,shipped,72.72
20251004-000130,2025-10-04 22:10:07,22,7668.0,Home & Garden,processing,178.12
20251004-000131,2025-10-04 14:13:57,14,4157.0,Books,completed,170.86
20251004-000132,2025-10-04 21:01:10,21,6915.0,Books,completed,206.89
20251004-000133,2025-10-04 22:39:59,22,3693.0,Fashion,completed,167.48
20251004-000134,2025-10-04 15:02:52,15,4627.0,Fashion,completed,122.54
20251004-000135,2025-10-04 19:54:35,19,6450.0,Books,processing,213.48
20251004-000136,2025-10-04 19:52:09,19,2663.0,Fashion,completed,218.35
20251004-000137,2025-10-04 20:34:20,20,6592.0,Electronics,processing,161.66
20251004-000138,2025-10-04 21:32:19,21,8392.0,Fashion,completed,153.02
20251004-000139,2025-10-04 18:23:47,18,2306.0,Toys,returned,83.84
20251004-000140,2025-10-04 08:18:07,8,7776.0,Fashion,completed,119.62
20251004-000141,2025-10-04 22:17:35,22,6864.0,Home & Garden,completed,188.04
20251004-000142,2025-10-04 20:48:28,20,8526.0,Electronics,completed,122.14
20251004-000143,2025-10-04 08:51:41,8,9901.0,Home & Garden,shipped,77.16
20251004-000144,2025-10-04 15:23:11,15,6575.0,Home & Garden,shipped,324.79
20251004-000145,2025-10-04 11:44:13,11,6530.0,Toys,processing,76.83
20251004-000146,2025-10-04 12:34:47,12,5413.0,Electronics,completed,262.84
20251004-000147,2025-10-04 15:00:53,15,4748.0,Electronics,completed,134.63
20251004-000148,2025-10-04 12:35:49,12,1663.0,Electronics,completed,145.77
20251004-000149,2025-10-04 17:24:20,17,2998.0,Electronics,completed,116.39
20251004-000150,2025-10-04 11:44:21,11,8994.0,Electronics,completed,189.14
20251004-000151,2025-10-04 19:48:20,19,2495.0,Toys,returned,78.01
20251004-000152,2025-10-04 13:59:43,13,4304.0,Fashion,returned,57.98
20251004-000153,2025-10-04 20:42:49,20,4763.0,Home & Garden,processing,230.51
20251004-000154,2025-10-04 22:33:29,22,6232.0,Electronics,shipped,109.8
20251004-000155,2025-10-04 19:24:38,19,2853.0,Fashion,completed,187.3
20251004-000156,2025-10-04 12:15:19,12,7585.0,Fashion,completed,95.73
20251004-000157,2025-10-04 21:33:23,21,2291.0,Home & Garden,completed,185.42
20251004-000158,2025-10-04 14:28:22,14,4581.0,Toys,processing,234.18
20251004-000159,2025-10-04 21:18:06,21,8554.0,Books,completed,123.64
20251004-000160,2025-10-04 17:22:08,17,8280.0,Books,completed,53.33
20251004-000161,2025-10-04 14:18:00,14,2636.0,Fashion,completed,234.44
20251004-000162,2025-10-04 20:24:25,20,4696.0,Home & Garden,completed,196.31
20251004-000163,2025-10-04 11:15:37,11,1698.0,Books,processing,126.32
20251004-000164,2025-10-04 19:53:37,19,5737.0,Fashion,shipped,139.1
20251004-000165,2025-10-04 20:50:53,20,1854.0,Toys,completed,94.47
20251004-000166,2025-10-04 12:08:43,12,9164.0,Books,returned,221.01
20251004-000167,2025-10-04 20:00:21,20,6855.0,Fashion,shipped,123.26
20251004-000168,2025-10-04 10:41:43,10,8392.0,Fashion,completed,79.06
20251004-000169,2025-10-04 22:18:09,22,7528.0,Electronics,completed,160.68
20251004-000170,2025-10-04 11:32:54,11,6249.0,Toys,completed,107.0
20251004-000171,2025-10-04 22:33:57,22,6172.0,Electronics,completed,98.5
20251004-000172,2025-10-04 21:15:05,21,2707.0,Home & Garden,returned,128.5
20251004-000173,2025-10-04 11:43:16,11,6791.0,Electronics,completed,154.32
20251004-000174,2025-10-04 10:39:50,10,6535.0,Electronics,processing,80.94
20251004-000175,2025-10-04 20:54:49,20,5931.0,Books,completed,219.26
20251004-000176,2025-10-04 17:17:37,17,4510.0,Fashion,completed,183.86
20251004-000177,2025-10-04 12:33:23,12,1202.0,Toys,completed,131.73
20251004-000178,2025-10-04 12:24:50,12,5218.0,Electronics,completed,104.83
20251004-000179,2025-10-04 18:44:09,18,9958.0,Toys,completed,145.54
20251004-000180,2025-10-04 14:05:55,14,5389.0,Electronics,processing,194.97
20251004-000181,2025-10-04 11:20:07,11,3327.0,Home & Garden,completed,187.23
20251004-000182,2025-10-04 20:57:20,20,9004.0,Electronics,shipped,202.93
20251004-000183,2025-10-04 11:05:55,11,3931.0,Books,completed,125.98
20251004-000184,2025-10-04 16:31:05,16,8777.0,Fashion,completed,3.75
20251004-000185,2025-10-04 13:40:20,13,1197.0,Home & Garden,completed,212.39
20251004-000186,2025-10-04 22:47:56,22,8125.0,Electronics,completed,141.64
20251004-000187,2025-10-04 11:42:38,11,2930.0,Toys,completed,183.31
20251004-000188,2025-10-04 09:38:23,9,7287.0,Home & Garden,completed,233.46
20251004-000189,2025-10-04 13:30:32,13,9800.0,Home & Garden,completed,271.72
20251004-000190,2025-10-04 09:41:58,9,5282.0,Electronics,completed,117.51
20251004-000191,2025-10-04 12:09:17,12,3511.0,Home & Garden,completed,156.7
20251004-000192,2025-10-04 13:29:55,13,1659.0,Toys,completed,218.34
20251004-000193,2025-10-04 11:56:27,11,3811.0,Home & Garden,processing,107.79
20251004-000194,2025-10-04 21:51:56,21,8098.0,Toys,shipped,120.89
20251004-000195,2025-10-04 20:17:51,20,7546.0,Electronics,completed,120.6
20251004-000196,2025-10-04 10:59:31,10,2986.0,Fashion,completed,148.6
20251004-000197,2025-10-04 14:23:11,14,9338.0,Home & Garden,returned,138.99
20251004-000198,2025-10-04 09:51:47,9,3911.0,Fashion,shipped,120.31
20251004-000199,2025-10-04 20:08:41,20,2734.0,Toys,completed,101.71
20251004-000200,2025-10-04 18:30:26,18,2843.0,Home & Garden,processing,190.6
20251004-000201,2025-10-04 21:14:09,21,9680.0,Books,completed,216.89
20251004-000202,2025-10-04 13:03:45,13,3976.0,Fashion,completed,224.14
20251004-000203,2025-10-04 20:39:56,20,2959.0,Home & Garden,shipped,125.95
20251004-000204,2025-10-04 11:08:51,11,6759.0,Fashion,completed,192.69
20251004-000205,2025-10-04 13:44:41,13,7694.0,Home & Garden,returned,161.82
20251004-000206,2025-10-04 11:08:31,11,3385.0,Electronics,shipped,121.47
20251004-000207,2025-10-04 11:25:41,11,5736.0,Fashion,completed,186.71
20251004-000208,2025-10-04 22:03:25,22,2802.0,Books,completed,119.17
20251004-000209,2025-10-04 11:16:24,11,9155.0,Books,completed,131.19
20251004-000210,2025-10-04 16:15:10,16,9120.0,Toys,completed,81.16
20251004-000211,2025-10-04 14:14:22,14,7616.0,Home & Garden,shipped,126.79
20251004-000212,2025-10-04 10:34:33,10,6534.0,Fashion,completed,162.69
20251004-000213,2025-10-04 10:56:56,10,5061.0,Toys,completed,228.45
20251004-000214,2025-10-04 13:51:51,13,1262.0,Fashion,shipped,132.33
20251004-000215,2025-10-04 13:04:39,13,7287.0,Home & Garden,completed,98.09
20251004-000216,2025-10-04 11:54:22,11,9815.0,Books,shipped,224.87
20251004-000217,2025-10-04 22:04:28,22,3049.0,Electronics,completed,124.77
20251004-000218,2025-10-04 22:19:30,22,6423.0,Books,returned,62.58
20251004-000219,2025-10-04 16:14:06,16,5548.0,Toys,completed,156.65
20251004-000220,2025-10-04 11:17:39,11,4108.0,Electronics,completed,133.76
20251004-000221,2025-10-04 16:46:32,16,8158.0,Toys,completed,265.02
20251004-000222,2025-10-04 11:01:20,11,8400.0,Home & Garden,completed,173.77
20251004-000223,2025-10-04 09:28:01,9,4170.0,Electronics,shipped,142.68
20251004-000224,2025-10-04 09:12:17,9,3255.0,Toys,shipped,103.78
20251004-000225,2025-10-04 12:03:46,12,2154.0,Home & Garden,shipped,166.51
20251004-000226,2025-10-04 11:41:32,11,5499.0,Books,completed,222.84
20251004-000227,2025-10-04 14:44:36,14,7295.0,Home & Garden,completed,165.59
20251004-000228,2025-10-04 21:09:33,21,7197.0,Fashion,completed,107.63
20251004-000229,2025-10-04 18:30:19,18,2648.0,Home & Garden,completed,176.94
20251004-000230,2025-10-04 12:40:34,12,6539.0,Home & Garden,processing,147.57
20251004-000231,2025-10-04 13:07:50,13,5199.0,Fashion,completed,172.43
20251004-000232,2025-10-04 17:02:49,17,9445.0,Toys,completed,132.26
20251004-000233,2025-10-04 11:47:53,11,3557.0,Toys,completed,131.09
20251004-000234,2025-10-04 20:45:17,20,6592.0,Home & Garden,processing,129.11
20251004-000235,2025-10-04 19:08:45,19,1098.0,Fashion,shipped,197.11
20251004-000236,2025-10-04 09:29:23,9,3200.0,Fashion,processing,131.59
20251004-000237,2025-10-04 20:52:07,20,3961.0,Books,completed,127.01
20251004-000238,2025-10-04 17:10:29,17,5973.0,Toys,completed,102.9
20251004-000239,2025-10-04 16:34:43,16,5433.0,Electronics,processing,172.7
20251004-000240,2025-10-04 17:36:52,17,3869.0,Toys,shipped,165.59
20251004-000241,2025-10-04 22:41:09,22,1956.0,Toys,completed,127.56
20251004-000242,2025-10-04 14:12:22,14,9352.0,Books,shipped,114.53
20251004-000243,2025-10-04 11:35:51,11,6699.0,Electronics,processing,243.81
20251004-000244,2025-10-04 10:55:48,10,7944.0,Books,shipped,55.98
20251004-000245,2025-10-04 17:12:10,17,5493.0,Electronics,shipped,174.66
20251004-000246,2025-10-04 21:11:01,21,5911.0,Home & Garden,completed,214.57
20251004-000247,2025-10-04 22:36:57,22,4987.0,Electronics,completed,19.34
20251004-000248,2025-10-04 10:09:25,10,7015.0,Books,completed,189.71
20251004-000249,2025-10-04 16:59:35,16,2218.0,Toys,processing,138.99
20251004-000250,2025-10-04 12:55:32,12,5496.0,Electronics,processing,162.8
20251004-000251,2025-10-04 20:08:46,20,5735.0,Electronics,processing,133.84
20251004-000252,2025-10-04 22:51:12,22,5555.0,Fashion,completed,203.77
20251004-000253,2025-10-04 10:06:39,10,9050.0,Toys,shipped,168.16
20251004-000254,2025-10-04 22:01:24,22,4446.0,Home & Garden,shipped,156.59
20251004-000255,2025-10-04 12:53:03,12,2045.0,Books,shipped,105.06
20251004-000256,2025-10-04 09:55:41,9,7893.0,Home & Garden,shipped,244.11
20251004-000257,2025-10-04 18:59:18,18,2693.0,Toys,processing,150.5
20251004-000258,2025-10-04 11:22:17,11,4436.0,Electronics,completed,264.49
20251004-000259,2025-10-04 17:38:36,17,9754.0,Electronics,completed,246.38
20251004-000260,2025-10-04 09:39:29,9,6895.0,Toys,completed,61.08
20251004-000261,2025-10-04 09:38:18,9,4354.0,Electronics,completed,117.25
20251004-000262,2025-10-04 19:20:57,19,1225.0,Electronics,shipped,98.15
20251004-000263,2025-10-04 15:22:22,15,5893.0,Electronics,shipped,147.59
20251004-000264,2025-10-04 08:28:58,8,8022.0,Books,completed,159.36
20251004-000265,2025-10-04 21:13:53,21,6600.0,Books,completed,161.5
20251004-000266,2025-10-04 14:25:15,14,8996.0,Fashion,shipped,202.71
20251004-000267,2025-10-04 12:50:00,12,8683.0,Home & Garden,completed,224.68
20251004-000268,2025-10-04 22:04:11,22,5642.0,Toys,completed,198.37
20251004-000269,2025-10-04 18:54:23,18,8679.0,Toys,completed,121.95
20251004-000270,2025-10-04 15:30:33,15,9208.0,Toys,completed,110.9
20251004-000271,2025-10-04 08:24:52,8,8339.0,Fashion,completed,150.14
20251004-000272,2025-10-04 18:30:56,18,3205.0,Books,completed,171.31
20251004-000273,2025-10-04 14:49:07,14,2069.0,Fashion,completed,140.84
20251004-000274,2025-10-04 12:19:17,12,4444.0,Toys,processing,82.73
20251004-000275,2025-10-04 11:43:56,11,2060.0,Home & Garden,completed,184.1
20251004-000276,2025-10-04 14:54:47,14,3327.0,Electronics,shipped,130.38
20251004-000277,2025-10-04 17:16:04,17,4420.0,Books,completed,128.87
20251004-000278,2025-10-04 22:44:25,22,1301.0,Books,completed,147.27
20251004-000279,2025-10-04 09:01:29,9,1606.0,Fashion,shipped,138.01
20251004-000280,2025-10-04 19:24:53,19,4170.0,Books,completed,131.67
20251004-000281,2025-10-04 22:12:12,22,1699.0,Toys,completed,85.99
20251004-000282,2025-10-04 08:57:18,8,6088.0,Toys,completed,144.39
20251004-000283,2025-10-04 08:38:28,8,1190.0,Fashion,shipped,185.15
20251004-000284,2025-10-04 18:27:02,18,1980.0,Toys,completed,163.23
20251004-000285,2025-10-04 19:41:25,19,3975.0,Home & Garden,completed,197.41
20251004-000286,2025-10-04 08:54:39,8,7102.0,Fashion,shipped,113.57
20251004-000287,2025-10-04 22:05:58,22,2184.0,Home & Garden,completed,86.1
20251004-000288,2025-10-04 19:02:57,19,4327.0,Electronics,shipped,137.71
20251004-000289,2025-10-04 12:57:57,12,4394.0,Home & Garden,shipped,119.29
20251004-000290,2025-10-04 17:34:11,17,9319.0,Electronics,returned,124.48
20251004-000291,2025-10-04 14:17:01,14,2816.0,Electronics,completed,160.59
20251004-000292,2025-10-04 09:10:10,9,6854.0,Home & Garden,processing,124.85
20251004-000293,2025-10-04 17:53:43,17,7709.0,Fashion,completed,87.5
20251004-000294,2025-10-04 15:19:27,15,1569.0,Toys,completed,122.05
20251004-000295,2025-10-04 11:04:17,11,6442.0,Toys,completed,167.0
20251004-000296,2025-10-04 19:18:12,19,2895.0,Electronics,shipped,183.57
20251004-000297,2025-10-04 10:21:36,10,3733.0,Electronics,completed,183.07
20251004-000298,2025-10-04 17:58:21,17,4863.0,Fashion,completed,171.22
20251004-000299,2025-10-04 18:59:11,18,8455.0,Books,completed,141.6
20251004-000300,2025-10-04 15:18:01,15,5014.0,Home & Garden,processing,170.25
20251004-000301,2025-10-04 09:46:36,9,2686.0,Electronics,shipped,147.88
20251004-000302,2025-10-04 18:15:06,18,4009.0,Toys,shipped,155.65
20251004-000303,2025-10-04 18:23:25,18,8806.0,Fashion,completed,103.03
20251004-000304,2025-10-04 20:40:25,20,1154.0,Home & Garden,completed,152.19
20251004-000305,2025-10-04 10:03:23,10,2409.0,Fashion,shipped,168.93
20251004-000306,2025-10-04 19:14:11,19,1784.0,Home & Garden,completed,167.06
20251004-000307,2025-10-04 10:24:15,10,9096.0,Home & Garden,completed,85.62
20251004-000308,2025-10-04 17:43:22,17,8560.0,Electronics,shipped,154.81
20251004-000309,2025-10-04 18:54:39,18,8343.0,Fashion,returned,77.81
20251004-000310,2025-10-04 08:34:59,8,8206.0,Fashion,shipped,158.68
20251004-000311,2025-10-04 13:54:08,13,6596.0,Toys,shipped,114.93
20251004-000312,2025-10-04 09:13:31,9,6801.0,Toys,returned,235.28
20251004-000313,2025-10-04 08:48:14,8,3806.0,Electronics,completed,155.96
20251004-000314,2025-10-04 09:18:36,9,1537.0,Electronics,completed,190.06
20251004-000315,2025-10-04 19:37:12,19,6986.0,Books,returned,255.54
20251004-000316,2025-10-04 13:35:04,13,2841.0,Toys,completed,109.13
20251004-000317,2025-10-04 21:06:10,21,9716.0,Home & Garden,shipped,171.78
20251004-000318,2025-10-04 11:29:09,11,7971.0,Fashion,completed,90.7
20251004-000319,2025-10-04 13:18:51,13,6625.0,Electronics,completed,167.24
20251004-000320,2025-10-04 19:48:12,19,3950.0,Fashion,shipped,238.29
20251004-000321,2025-10-04 16:24:40,16,8992.0,Fashion,processing,118.61
20251004-000322,2025-10-04 20:15:52,20,5780.0,Books,shipped,105.7
20251004-000323,2025-10-04 17:46:45,17,3368.0,Toys,completed,145.44
20251004-000324,2025-10-04 19:53:49,19,7655.0,Electronics,processing,252.29
20251004-000325,2025-10-04 17:39:14,17,9173.0,Fashion,completed,188.55
20251004-000326,2025-10-04 15:50:41,15,5495.0,Electronics,completed,104.75
20251004-000327,2025-10-04 08:07:55,8,7002.0,Home & Garden,completed,222.75
20251004-000328,2025-10-04 20:17:06,20,7614.0,Books,completed,67.25
20251004-000329,2025-10-04 15:27:39,15,6919.0,Home & Garden,completed,256.83
20251004-000330,2025-10-04 16:15:27,16,1853.0,Electronics,processing,192.82
20251004-000331,2025-10-04 13:51:31,13,5146.0,Electronics,shipped,238.18
20251004-000332,2025-10-04 17:18:34,17,4769.0,Toys,shipped,67.61
20251004-000333,2025-10-04 22:41:14,22,1574.0,Fashion,completed,158.47
20251004-000334,2025-10-04 12:16:47,12,2148.0,Fashion,processing,143.31
20251004-000335,2025-10-04 13:44:35,13,7293.0,Home & Garden,processing,99.65
20251004-000336,2025-10-04 20:12:20,20,7457.0,Books,shipped,85.2
20251004-000337,2025-10-04 13:06:05,13,8509.0,Fashion,completed,175.35
20251004-000338,2025-10-04 16:26:00,16,5777.0,Toys,completed,179.89
20251004-000339,2025-10-04 11:09:03,11,4854.0,Home & Garden,completed,215.0
20251004-000340,2025-10-04 09:33:10,9,3491.0,Home & Garden,completed,124.83
20251004-000341,2025-10-04 18:35:43,18,4124.0,Toys,completed,142.92
20251004-000342,2025-10-04 18:24:25,18,6691.0,Books,processing,80.88
20251004-000343,2025-10-04 16:05:36,16,4051.0,Toys,completed,227.04
20251004-000344,2025-10-04 09:23:22,9,1004.0,Books,completed,153.48
20251004-000345,2025-10-04 17:17:28,17,6222.0,Toys,completed,186.13
20251004-000346,2025-10-04 16:22:20,16,6315.0,Toys,completed,187.9
20251004-000347,2025-10-04 09:05:47,9,5869.0,Electronics,completed,222.96
20251004-000348,2025-10-04 19:28:44,19,1876.0,Home & Garden,completed,108.43
20251004-000349,2025-10-04 15:24:44,15,8027.0,Toys,completed,184.88
20251004-000350,2025-10-04 16:54:48,16,5142.0,Toys,shipped,148.75
20251004-000351,2025-10-04 19:16:26,19,7966.0,Fashion,returned,255.28
20251004-000352,2025-10-04 17:45:38,17,8079.0,Home & Garden,completed,108.28
20251004-000353,2025-10-04 16:23:39,16,8987.0,Fashion,completed,208.57
20251004-000354,2025-10-04 17:10:12,17,7799.0,Home & Garden,processing,167.52
20251004-000355,2025-10-04 16:25:22,16,5465.0,Fashion,completed,164.89
20251004-000356,2025-10-04 09:50:58,9,1635.0,Toys,completed,152.7
20251004-000357,2025-10-04 11:33:15,11,2693.0,Toys,processing,217.33
20251004-000358,2025-10-04 14:27:29,14,5752.0,Electronics,completed,163.19
20251004-000359,2025-10-04 19:02:03,19,9311.0,Fashion,shipped,73.78
20251004-000360,2025-10-04 09:10:39,9,1830.0,Books,completed,210.98
